p_c,nu,loss,delta_loss,log10_one_plus_delta_loss
0.08,4.035416666666666,1826.7082975481824,1800.150835615757,3.2555500839092657
0.08,4.083333333333333,1863.1498655864034,1836.592403653978,3.2642491868789705
0.08,4.13125,1899.211100467594,1872.6536385351685,3.272689310791053
0.08,4.179166666666666,1934.8896991005452,1908.3322371681197,3.2808815052477485
0.08,4.227083333333334,1970.1840735816645,1943.626611649239,3.288836224650112
0.08,4.275,2005.0932825835205,1978.535820651095,3.296563364926493
0.08,4.322916666666667,2039.6169688843308,2013.0595069519054,3.3040722979748285
0.08,4.370833333333334,2073.755302462042,2047.1978405296165,3.3113719039153713
0.08,4.41875,2107.508928635054,2080.9514667026287,3.318470601260535
0.08,4.466666666666667,2140.878920783773,2114.321458851348,3.3253763751138408
0.08,4.514583333333333,2173.866737233306,2147.309275300881,3.332096803511617
0.08,4.5625,2206.4741819192436,2179.9167199868184,3.3386390820203684
0.08,4.610416666666667,2238.703368495158,2212.1459065627328,3.3450100467000716
0.08,4.658333333333333,2270.5566875735026,2243.9992256410774,3.3512161955398474
0.08,4.70625,2302.03677682131,2275.479314888885,3.357263708467873
0.08,4.754166666666666,2333.1464936582556,2306.5890317258304,3.363158466032218
0.08,4.802083333333333,2363.8888903287398,2337.3314283963145,3.368906066844015
0.08,4.85,2394.2671911407447,2367.7097292083195,3.374511843868864
0.08,4.897916666666666,2424.284771683498,2397.727309751073,3.3799808796470154
0.08,4.945833333333334,2453.9451398532337,2427.3876779208085,3.385318020517591
0.08,4.99375,2483.2519185319156,2456.6944565994904,3.3905278899170224
0.08,5.041666666666667,2512.2088297777577,2485.6513678453325,3.3956149008170318
0.08,5.089583333333334,2540.8196803990977,2514.2622184666725,3.4005832673628693
0.08,5.1375,2569.0883487946235,2542.5308868621983,3.4054370157681877
0.08,5.185416666666667,2597.0187729532386,2570.4613110208134,3.410179994518835
0.08,5.233333333333333,2624.614939516313,2598.0574775838877,3.4148158839340623
0.08,5.28125,2651.8808738134794,2625.323411881054,3.4193482051300492
0.08,5.329166666666667,2678.820630790875,2652.2631688584497,3.423780328427363
0.08,5.377083333333333,2705.43828675767,2678.880824825245,3.428115481240883
0.08,5.425,2731.737931883157,2705.180469950732,3.4323567554878736
0.08,5.472916666666666,2757.7236633823086,2731.1662014498834,3.436507114547236
0.08,5.520833333333333,2783.3995793330887,2756.8421174006635,3.4405693998005487
0.08,5.56875,2808.769773073485,2782.2123111410597,3.4445463367832243
0.08,5.616666666666666,2833.8383281306424,2807.280866198217,3.44844054097204
0.08,5.664583333333334,2858.6093136383615,2832.0518517059363,3.4522545232333526
0.08,5.7125,2883.086780202995,2856.52931827057,3.4559906949545662
0.08,5.760416666666667,2907.2747561808324,2880.717294248407,3.4596513728797196
0.08,5.808333333333334,2931.1772443334207,2904.6197824009955,3.4632387836686154
0.08,5.85625,2954.798218829595,2928.24075689717,3.466755068197436
0.08,5.904166666666667,2978.1416225659705,2951.5841606335453,3.4702022856175825
0.08,5.952083333333333,3001.211364779601,2974.6539028471757,3.4735824171881986
0.08,6.0,3024.011318928739,2997.453856996314,3.476897369896802
0.08066666666666666,0.25,49407.8380123662,49381.280550433774,4.693571142452919
0.08066666666666666,0.29791666666666666,42134.67622270489,42108.118760772464,4.624376152810947
0.08066666666666666,0.3458333333333333,35703.813231954766,35677.25577002234,4.5524036145389895
