p_c,nu,loss,delta_loss,log10_one_plus_delta_loss
0.10266666666666667,1.1125,114.74364699219682,88.18618505977139,1.9502975873697785
0.10266666666666667,1.1604166666666667,113.55151794461183,86.9940560121864,1.9444533366013732
0.10266666666666667,1.2083333333333333,128.01946373507838,101.46200180265295,2.0105628364451973
0.10266666666666667,1.25625,155.0200373890576,128.46257545663218,2.112144242381264
0.10266666666666667,1.3041666666666667,192.03866795935738,165.48120602693194,2.2213652133409107
0.10266666666666667,1.3520833333333333,237.04674171889604,210.4892797864706,2.3252883582473443
0.10266666666666667,1.4,288.4020201893587,261.8445582569333,2.4196989901296013
0.10266666666666667,1.4479166666666667,344.7704281948343,318.2129662624089,2.504080523849888
0.10266666666666667,1.4958333333333333,405.06452754342695,378.5070656110015,2.5792198659424455
0.10266666666666667,1.54375,468.39501298690374,441.8375510544783,2.6462444404006567
0.10266666666666667,1.5916666666666666,534.0323743202056,507.47491238778014,2.706269530158801
0.10266666666666667,1.6395833333333334,601.3765024925194,574.819040560094,2.7602860215588416
0.10266666666666667,1.6875,669.9325128967629,643.3750509643374,2.8091387169764253
0.10266666666666667,1.7354166666666666,739.2914443463936,712.7339824139682,2.8535363749459766
0.10266666666666667,1.7833333333333334,809.114791182186,782.5573292497605,2.8940707772768146
0.10266666666666667,1.83125,879.122057437946,852.5645955055205,2.93123639294937
0.10266666666666667,1.8791666666666667,949.0807010986159,922.5232391661905,2.965447828324886
0.10266666666666667,1.9270833333333333,1018.7979750526958,992.2405131202704,2.997054425608404
0.10266666666666667,1.975,1088.1142786130217,1061.5568166805963,3.0263521617916576
0.10266666666666667,2.0229166666666667,1156.8977166200214,1130.340254687596,3.0535932402125856
0.10266666666666667,2.0708333333333333,1225.0396276824636,1198.4821657500381,3.07899379513509
0.10266666666666667,2.11875,1292.4508933121967,1265.8934313797713,3.102740084409694
0.10266666666666667,2.1666666666666665,1359.058878847015,1332.5014169145895,3.124993481486608
0.10266666666666667,2.214583333333333,1424.8048876454575,1398.247425713032,3.1458945165795513
0.10266666666666667,2.2625,1489.6420340117998,1463.0845720793743,3.165566164240511
0.10266666666666667,2.310416666666667,1553.5334591545886,1526.9759972221632,3.1841165320172617
0.10266666666666667,2.3583333333333334,1616.4508293406727,1589.8933674082473,3.2016410712253625
0.10266666666666667,2.40625,1678.3730671598794,1651.815605227454,3.2182244046306385
0.10266666666666667,2.4541666666666666,1739.2852761428373,1712.727814210412,3.23394184549072
0.10266666666666667,2.502083333333333,1799.1778264021875,1772.620364469762,3.248860666645714
0.10266666666666667,2.55,1858.045574902789,1831.4881129703635,3.2630411661300163
0.10266666666666667,2.597916666666667,1915.8871987263253,1889.3297367938999,3.276537566278883
0.10266666666666667,2.6458333333333335,1972.7046235266187,1946.1471615941932,3.2893987758924474
0.10266666666666667,2.69375,2028.5025324664034,2001.945070533978,3.3016690392131487
0.10266666666666667,2.7416666666666667,2083.287943435298,2056.730481502873,3.3133884909019815
0.10266666666666667,2.7895833333333333,2137.0698443903607,2110.5123824579355,3.3245936325842207
0.10266666666666667,2.8375,2189.858878328463,2163.301416396038,3.335317743662741
0.10266666666666667,2.8854166666666665,2241.667070767147,2215.1096088347217,3.345591236803169
0.10266666666666667,2.933333333333333,2292.507593735889,2265.9501318034636,3.355441966654622
0.10266666666666667,2.98125,2342.394561209562,2315.837099277137,3.364895498886158
0.10266666666666667,3.029166666666667,2391.3428516864224,2364.785389753997,3.3739753454174677
0.10266666666666667,3.0770833333333334,2439.367954254703,2412.8104923222777,3.3827031707450135
0.10266666666666667,3.125,2486.4858350274003,2459.928373094975,3.391098973466191
0.10266666666666667,3.1729166666666666,2532.712821274174,2506.155359341749,3.399181246448963
0.10266666666666667,3.220833333333333,2578.06550095685,2551.5080390244248,3.406967118554619
0.10266666666666667,3.26875,2622.5606356940943,2596.003173761669,3.4144724803749082
0.10266666666666667,3.316666666666667,2666.215085450591,2639.6576235181656,3.4217120960741036
0.10266666666666667,3.3645833333333335,2709.045743475819,2682.488281543394,3.428699703117687
0.10266666666666667,3.4125,2751.0694802127805,2724.5120182803553,3.435448101410985
0.10266666666666667,3.4604166666666667,2792.3030950644466,2765.7456331320213,3.4419692331542717
0.10266666666666667,3.5083333333333333,2832.763275048883,2806.2058131164576,3.4482742545382794
0.10266666666666667,3.55625,2872.466559497402,2845.909097564977,3.4543736002498027
0.10266666666666667,3.6041666666666665,2911.4293100562113,2884.871848123786,3.460277041626357
0.10266666666666667,3.652083333333333,2949.667685344014,2923.110223411589,3.4659937391877405
0.10266666666666667,3.7,2987.1976196975297,2960.6401577651045,3.471532290177586
0.10266666666666667,3.747916666666667,3024.0348055059635,2997.4773435735383,3.4769007716669895
0.10266666666666667,3.7958333333333334,3060.1946786957737,3033.6372167633485,3.4821067797028524
0.10266666666666667,3.84375,3095.692406979362,3069.134945046937,3.487157464923845
0.10266666666666667,3.8916666666666666,3130.5428805272504,3103.985418594825,3.4920595650154413
0.10266666666666667,3.939583333333333,3164.7607047634324,3138.203242831007,3.4968194343309977
0.10266666666666667,3.9875,3198.3601950188145,3171.8027330863893,3.501443070967325
0.10266666666666667,4.035416666666666,3231.355372808439,3204.7979108760137,3.5059361415497317
0.10266666666666667,4.083333333333333,3263.7599635255265,3237.2025015931013,3.5103040039524274
0.10266666666666667,4.13125,3295.5873953692826,3269.0299334368574,3.5145517281547667
0.10266666666666667,4.179166666666666,3326.8507993444227,3300.2933374119975,3.5186841154116038
0.10266666666666667,4.227083333333334,3357.5630101891875,3331.0055482567623,3.5227057158966018
0.10266666666666667,4.275,3387.7365681050196,3361.1791061725944,3.5266208449602527
0.10266666666666667,4.322916666666667,3417.3837211756363,3390.826259243211,3.530433598129357
0.10266666666666667,4.370833333333334,3446.5164283762006,3419.9589664437754,3.5341478649614677
0.10266666666666667,4.41875,3475.1463630847575,3448.5889011523323,3.5377673418561395
0.10266666666666667,4.466666666666667,3503.284917018223,3476.727455085798,3.54129554391447
0.10266666666666667,4.514583333333333,3530.943204524192,3504.3857425917668,3.5447358159292652
0.10266666666666667,4.5625,3558.132067167938,3531.574605235513,3.548091342580034
0.10266666666666667,4.610416666666667,3584.8620785610706,3558.3046166286454,3.5513651578998036
0.10266666666666667,4.658333333333333,3611.1435493844856,3584.5860874520604,3.554560154074263
0.10266666666666667,4.70625,3636.9865325641613,3610.429070631736,3.5576790896280586
0.10266666666666667,4.754166666666666,3662.400828563056,3635.843366630631,3.5607245970478805
0.10266666666666667,4.802083333333333,3687.395990756998,3660.8385288245727,3.56369918988742
0.10266666666666667,4.85,3711.9813308663943,3685.423868933969,3.5666052693951507
0.10266666666666667,4.897916666666666,3736.1659244190405,3709.6084624866153,3.5694451307021873
0.10266666666666667,4.945833333333334,3759.9586162225105,3733.4011542900853,3.572220968604173
0.10266666666666667,4.99375,3783.368025827382,3756.810563894957,3.574934882968138
0.10266666666666667,5.041666666666667,3806.402552965061,3779.845091032636,3.5775888837926004
0.10266666666666667,5.089583333333334,3829.070382946062,3802.512921013637,3.5801848959467346
0.10266666666666667,5.1375,3851.3794920067753,3824.82203007435,3.582724763612252
0.10266666666666667,5.185416666666667,3873.3376525942704,3846.780190661845,3.585210254449644
0.10266666666666667,5.233333333333333,3894.9524385803684,3868.394976647943,3.5876430635086387
0.10266666666666667,5.28125,3916.231230397624,3889.673768465199,3.5900248169011078
0.10266666666666667,5.329166666666667,3937.18122009087,3910.6237581584446,3.5923570752531537
0.10266666666666667,5.377083333333333,3957.809416279352,3931.2519543469266,3.59464133695179
0.10266666666666667,5.425,3978.1226490252016,3951.5651870927763,3.5968790412003835
0.10266666666666667,5.472916666666666,3998.1275746049323,3971.570112672507,3.599071570895924
0.10266666666666667,5.520833333333333,4017.8306801814288,3991.2732182490035,3.6012202553401704
0.10266666666666667,5.56875,4037.238288374429,4010.6808264420038,3.6033263727957756
0.10266666666666667,5.616666666666666,4056.3565617282816,4029.7990997958564,3.6053911528976905
0.10266666666666667,5.664583333333334,4075.1915070760197,4048.6340451435944,3.607415778929313
0.10266666666666667,5.7125,4093.7489797994763,4067.191517867051,3.609401389972192
0.10266666666666667,5.760416666666667,4112.034687985346,4085.4772260529207,3.6113490829374064
0.10266666666666667,5.808333333333334,4130.054196477649,4103.496734545224,3.6132599144861794
0.10266666666666667,5.85625,4147.812930827106,4121.255468894681,3.6151349028467044
0.10266666666666667,5.904166666666667,4165.316181138443,4138.758719206018,3.6169750295336898
0.10266666666666667,5.952083333333333,4182.569105816608,4156.011643884182,3.618781240976642
0.10266666666666667,6.0,4199.5767352133025,4173.019273280877,3.620554450062499
0.10333333333333333,0.25,23417.35738713038,23390.799925197956,4.369063640684995
0.10333333333333333,0.29791666666666666,17676.071848212126,17649.5143862797,4.24675736648688
0.10333333333333333,0.3458333333333333,13390.704454666527,13364.146992734102,4.125973739582062
0.10333333333333333,0.39375,10176.734693787677,10150.177231855252,4.006516410293743
0.10333333333333333,0.44166666666666665,7745.7370707797045,7719.179608847279,3.8876274042507495
0.10333333333333333,0.4895833333333333,5891.558692030174,5865.001230097749,3.7683421497158953
0.10333333333333333,0.5375,4468.524016127048,4441.966554194622,3.647673043967094
0.10333333333333333,0.5854166666666667,3372.6396004204043,3346.082138487979,3.524666370216867
0.10333333333333333,0.6333333333333333,2528.1758386261213,2501.618376693696,3.3983946292598297
0.10333333333333333,0.68125,1878.7912405125583,1852.2337785801328,3.267930207415677
0.10333333333333333,0.7291666666666666,1381.791597069137,1355.2341351367115,3.132334670961909
0.10333333333333333,0.7770833333333333,1004.3775643402496,977.8201024078242,2.990702880045445
0.10333333333333333,0.825,721.1153078433779,694.5578459109524,2.8423332538323915
0.10333333333333333,0.8729166666666667,512.163322423729,485.6058604913036,2.6871773350997477
0.10333333333333333,0.9208333333333333,361.98209875897385,335.4246368265484,2.526887792256783
0.10333333333333333,0.96875,258.36746672610934,231.8100047936839,2.3670016397807996
0.10333333333333333,1.0166666666666666,191.71233477136695,165.15487283894151,2.2205130823949375
0.10333333333333333,1.0645833333333334,154.43659976586798,127.87913783344256,2.1101826221083155
0.10333333333333333,1.1125,140.54453011833357,113.98706818590814,2.06064900095102
0.10333333333333333,1.1604166666666667,145.28038621247964,118.72292428005422,2.0781773161131993
0.10333333333333333,1.2083333333333333,164.86032936245968,138.30286743003427,2.1439600560953505
0.10333333333333333,1.25625,196.26371403164052,169.70625209921508,2.232249427397486
0.10333333333333333,1.3041666666666667,237.07059007719886,210.51312814477342,2.3253373282306358
0.10333333333333333,1.3520833333333333,285.3351171888506,258.77765525642513,2.4146017925561973
0.10333333333333333,1.4,339.48685042230767,312.92938848988223,2.4968319740675247
0.10333333333333333,1.4479166666666667,398.25363554334075,371.6961736109153,2.5713549339714525
0.10333333333333333,1.4958333333333333,460.6012537679087,434.04379183548326,2.63853297556443
0.10333333333333333,1.54375,525.6860528824051,499.12859094997964,2.6990816826558106
0.10333333333333333,1.5916666666666666,592.8176568936649,566.2601949612394,2.753782309890816
0.10333333333333333,1.6395833333333334,661.4295096199469,634.8720476875214,2.8033697342431148
0.10333333333333333,1.6875,731.0555201184412,704.4980581860158,2.8484958227391846
0.10333333333333333,1.7354166666666666,801.3114727524251,774.7540108199996,2.8897240296606386
0.10333333333333333,1.7833333333333334,871.8801684879757,845.3227065555502,2.9275359930072384
0.10333333333333333,1.83125,942.4994975143542,915.9420355819287,2.962341882646496
0.10333333333333333,1.8791666666666667,1012.952822761284,986.3953608288585,2.9944910824022886
0.10333333333333333,1.9270833333333333,1083.0611919293287,1056.5037299969033,3.024281907880854
0.10333333333333333,1.975,1152.6770019507853,1126.1195400183599,3.05196997888303
0.10333333333333333,2.0229166666666667,1221.6788217925887,1195.1213598601632,3.0777752459096672
0.10333333333333333,2.0708333333333333,1289.9671428877461,1263.4096809553207,3.101887812356865
0.10333333333333333,2.11875,1357.4608755807599,1330.9034136483344,3.1244727320111125
0.10333333333333333,2.1666666666666665,1424.0944481115162,1397.5369861790907,3.145673956357229
0.10333333333333333,2.214583333333333,1489.8153943713821,1463.2579324389567,3.1656175854438158
0.10333333333333333,2.2625,1554.582339877885,1528.0248779454596,3.1844145516428877
0.10333333333333333,2.310416666666667,1618.363313608654,1591.8058516762285,3.2021628425404653
0.10333333333333333,2.3583333333333334,1681.134327643023,1654.5768657105975,3.2189493491346015
0.10333333333333333,2.40625,1742.8781778496277,1716.3207159172023,3.2348514088162945
0.10333333333333333,2.4541666666666666,1803.5834277980769,1777.0259658656514,3.2499380990131757
0.10333333333333333,2.502083333333333,1863.2435451771464,1836.686083244721,3.264271326441717
0.10333333333333333,2.55,1921.8561656683148,1895.2987037358894,3.277906748174281
0.10333333333333333,2.597916666666667,1979.422463759746,1952.8650018273206,3.2908945537600127
0.10333333333333333,2.6458333333333335,2035.94661363122,2009.3891516987946,3.303280132085682
0.10333333333333333,2.69375,2091.4353261810893,2064.877864248664,3.3151046422316277
0.10333333333333333,2.7416666666666667,2145.8974506476306,2119.3399887152054,3.3264055040345553
0.10333333333333333,2.7895833333333333,2199.343631212851,2172.786169280426,3.3372168212273166
0.10333333333333333,2.8375,2251.7860105567247,2225.2285486242995,3.347569747739585
0.10333333333333333,2.8854166666666665,2303.237973624083,2276.680511691658,3.3574928058975138
0.10333333333333333,2.933333333333333,2353.7139259309383,2327.156463998513,3.367012163764697
0.10333333333333333,2.98125,2403.229101616088,2376.6716396836628,3.376151877650207
0.10333333333333333,3.029166666666667,2451.7993971723104,2425.241935239885,3.3849341048161463
0.10333333333333333,3.0770833333333334,2499.4412273977323,2472.883765465307,3.3933792906031672
0.10333333333333333,3.125,2546.171400614182,2519.6139386817567,3.401506333522776
0.10333333333333333,3.1729166666666666,2592.007010623663,2565.449548691238,3.409332731312402
0.10333333333333333,3.220833333333333,2636.965343231161,2610.407881298736,3.4168747104911215
0.10333333333333333,3.26875,2681.0637954633257,2654.5063335309005,3.4241473415729833
0.10333333333333333,3.316666666666667,2724.3198058679204,2697.762343935495,3.431164641777048
0.10333333333333333,3.3645833333333335,2766.750794495915,2740.19333256349,3.4379396668071087
0.10333333333333333,3.4125,2808.374111353131,2781.8166494207057,3.4444845930505354
0.10333333333333333,3.4604166666666667,2849.206992266631,2822.649530334206,3.450810791357294
0.10333333333333333,3.5083333333333333,2889.266521246724,2862.709059314299,3.4569288934009523
0.10333333333333333,3.55625,2928.569598542343,2902.012136609918,3.4628488514884763
0.10333333333333333,3.6041666666666665,2967.132913688194,2940.575451755769,3.4685799925707954
0.10333333333333333,3.652083333333333,3004.9729229291906,2978.4154609967654,3.474131067108184
0.10333333333333333,3.7,3042.1058304833127,3015.5483685508875,3.4795102933608058
0.10333333333333333,3.747916666666667,3078.5475731694432,3051.990111237018,3.484725397602903
0.10333333333333333,3.7958333333333334,3114.3138079840687,3087.7563460516435,3.48978365069743
0.10333333333333333,3.84375,3149.4199022604316,3122.8624403280064,3.4946919014146673
0.10333333333333333,3.8916666666666666,3183.880926087324,3157.323464154899,3.4994566068323953
0.10333333333333333,3.939583333333333,3217.711646702958,3191.154184770533,3.504083860115361
0.10333333333333333,3.9875,3250.926524612693,3224.3690626802677,3.5085794159371915
0.10333333333333333,4.035416666666666,3283.5397112088604,3256.982249276435,3.5129487137778024
0.10333333333333333,4.083333333333333,3315.565047696843,3289.007585764418,3.517196899303114
0.10333333333333333,4.13125,3347.016065154267,3320.4586032218417,3.5213288440109394
0.10333333333333333,4.179166666666666,3377.9059855703304,3351.348523637905,3.525349163306803
0.10333333333333333,4.227083333333334,3408.2477237300177,3381.6902617975925,3.5292622331558356
0.10333333333333333,4.275,3438.05388982362,3411.496427891195,3.533072205441353
0.10333333333333333,4.322916666666667,3467.3367926759465,3440.7793307435213,3.536783022147094
0.10333333333333333,4.370833333333334,3496.108443501745,3469.55098156932,3.540398428467988
0.10333333333333333,4.41875,3524.3805601049303,3497.823098172505,3.543921984943695
0.10333333333333333,4.466666666666667,3552.1645714487186,3525.6071095162933,3.547357078699683
0.10333333333333333,4.514583333333333,3579.4716225324255,3552.9141606000003,3.55070693387222
0.10333333333333333,4.5625,3606.3125795182627,3579.7551175858375,3.5539746212862124
0.10333333333333333,4.610416666666667,3632.6980350582307,3606.1405731258055,3.5571630674481773
0.10333333333333333,4.658333333333333,3658.638313777183,3632.080851844758,3.560275062910695
0.10333333333333333,4.70625,3684.1434778735284,3657.586015941103,3.5633132700594317
0.10333333333333333,4.754166666666666,3709.2233328037,3682.665870871275,3.5662802303690526
0.10333333333333333,4.802083333333333,3733.8874330207855,3707.3299710883603,3.5691783711701337
0.10333333333333333,4.85,3758.145087741479,3731.587625809054,3.5720100119653546
0.10333333333333333,4.897916666666666,3782.0053667187594,3755.447904786334,3.5747773703298535
0.10333333333333333,4.945833333333334,3805.477106000732,3778.9196440683068,3.577482567427526
0.10333333333333333,4.99375,3828.5689136587253,3802.0114517263,3.5801276331723115
0.10333333333333333,5.041666666666667,3851.289175469963,3824.731713537538,3.582714511060972
0.10333333333333333,5.089583333333334,3873.6460605422935,3847.0885986098683,3.5852450627016403
0.10333333333333333,5.1375,3895.647526870293,3869.0900649378677,3.5877210720603547
0.10333333333333333,5.185416666666667,3917.301326813665,3890.74386488124,3.590144249445958
0.10333333333333333,5.233333333333333,3938.6150124903024,3912.057550557877,3.5925162352520523
0.10333333333333333,5.28125,3959.595941077715,3933.03847914529,3.594838603473186
0.10333333333333333,5.329166666666667,3980.251280017595,3953.69381808517,3.5971128650110695
0.10333333333333333,5.377083333333333,4000.588012119277,3974.030550186852,3.5993404707853407
0.10333333333333333,5.425,4020.6129405589245,3994.0554786264993,3.6015228146622897
0.10333333333333333,5.472916666666666,4040.3326937717334,4013.775231839308,3.603661236213863
0.10333333333333333,5.520833333333333,4059.753730235425,4033.1962683029997,3.6057570233183585
0.10333333333333333,5.56875,4078.882343143738,4052.324881211313,3.607811414613325
0.10333333333333333,5.616666666666666,4097.724664969243,4071.167203036818,3.6098256018103907
0.10333333333333333,5.664583333333334,4116.286671915159,4089.7292099827337,3.6118007318810235
0.10333333333333333,5.7125,4134.574188256395,4108.01672632397,3.6137379091215496
0.10333333333333333,5.760416666666667,4152.592890570247,4126.0354286378215,3.6156381971051514
0.10333333333333333,5.808333333333334,4170.348311857636,4143.790849925211,3.617502620528009
0.10333333333333333,5.85625,4187.845845555839,4161.288383623414,3.619332166956214
0.10333333333333333,5.904166666666667,4205.090749444084,4178.533287511659,3.6211277884796416
0.10333333333333333,5.952083333333333,4222.08814944344,4195.530687511015,3.622890403278498
0.10333333333333333,6.0,4238.843043312624,4212.285581380199,3.6246208971078904
0.104,0.25,23369.647358828588,23343.089896896163,4.368176946998433
0.104,0.29791666666666666,17597.217225799093,17570.659763866668,4.244812785527395
0.104,0.3458333333333333,13285.733966424476,13259.17650449205,4.12254930494483
0.104,0.39375,10054.957545169984,10028.400083237559,4.001274956117966
0.104,0.44166666666666665,7617.529405534702,7590.971943602277,3.8803545944717617
0.104,0.4895833333333333,5766.0121181194145,5739.454656186989,3.7589462908045155
0.104,0.5375,4352.412945809844,4325.855483877419,3.6361723900906355
0.104,0.5854166666666667,3270.316518960352,3243.7590570279267,3.5111824533434106
0.104,0.6333333333333333,2441.9309125920154,2415.37345065959,3.383164055374189
0.104,0.68125,1809.362301899722,1782.8048399672966,3.2513473379540025
0.104,0.7291666666666666,1328.8570923865466,1302.2996304541211,3.115044272115807
0.104,0.7770833333333333,966.9622151585323,940.4047532261069,2.973776386762866
0.104,0.825,697.8924633012672,671.3350013688417,2.8275857209612014
0.104,0.8729166666666667,501.6637986239969,475.10633669157147,2.6777039617136813
0.104,0.9208333333333333,362.7285858672976,336.1711239348722,2.527850373625493
0.104,0.96875,268.9543605524934,242.396898620068,2.3863150401193054
0.104,1.0166666666666666,210.84796842543324,184.2905064930078,2.267853168464495
0.104,1.0645833333333334,180.96095218996055,154.4034902575351,2.191460768535461
0.104,1.1125,173.4318196176572,146.87435768523176,2.169892871215934
0.104,1.1604166666666667,183.63297816528532,157.0755162328599,2.1988646087785746
0.104,1.2083333333333333,207.89816306949555,181.34070113707014,2.2608836204173826
0.104,1.25625,243.31188373697537,216.75442180454996,2.3379669827190495
0.104,1.3041666666666667,287.5466529288877,260.98919099646224,2.4182833738104814
0.104,1.3520833333333333,338.73700711564106,312.1795451832156,2.495793389068682
0.104,1.4,395.38183863165494,368.8243766992295,2.567995533964984
0.104,1.4479166666666667,456.2685112850582,429.71104935263276,2.634186013186618
0.104,1.4958333333333333,520.4137434419437,493.8562815095182,2.6944790873980495
0.104,1.54375,587.0174107234784,560.459948791053,2.749318781720509
0.104,1.5916666666666666,655.4263192586976,628.8688573262722,2.7992501360118704
0.104,1.6395833333333334,725.1056897576874,698.548227825262,2.8448176607240256
0.104,1.6875,795.6166200400846,769.0591581076592,2.886524090176149
0.104,1.7354166666666666,866.598196494853,840.0407345624276,2.9248170307173704
0.104,1.7833333333333334,937.7532324468666,911.1957705144412,2.960088054260436
0.104,1.83125,1008.8368461412236,982.2793842087982,2.992676933682399
0.104,1.8791666666666667,1079.6472703730283,1053.0898084406028,3.022877614338192
0.104,1.9270833333333333,1150.0184229458387,1123.4609610134132,3.050944382216505
0.104,1.975,1219.8138722311974,1193.256410298772,3.0770975810836414
0.104,2.0229166666666667,1288.921912792052,1262.3644508596265,3.1015286523488266
0.104,2.0708333333333333,1357.2515281405856,1330.6940662081602,3.1244044646103935
0.104,2.11875,1424.7290656347486,1398.1716037023232,3.1458709825194124
0.104,2.1666666666666665,1491.2954856206545,1464.738023688229,3.1660563543203417
0.104,2.214583333333333,1556.9040757365979,1530.3466138041724,3.185073502536946
0.104,2.2625,1621.518543735887,1594.9610818034616,3.203022296686339
0.104,2.310416666666667,1685.111419726774,1658.5539577943487,3.2199913773781774
0.104,2.3583333333333334,1747.6627124864826,1721.1052505540572,3.2360596908679184
0.104,2.40625,1809.158775337463,1782.6013134050377,3.251297783482655
0.104,2.4541666666666666,1869.5913456317182,1843.0338836992928,3.2657688968523346
0.104,2.502083333333333,1928.9567286764088,1902.3992667439834,3.279529897670038
0.104,2.55,1987.2551023375133,1960.697640405088,3.29263206969895
0.104,2.597916666666667,2044.4899228771894,2017.932460944764,3.305121790796233
0.104,2.6458333333333335,2100.6674160461953,2074.10995411377,3.3170411136744815
0.104,2.69375,2155.796140244396,2129.238678311971,3.3284282658174327
0.104,2.7416666666666667,2209.8866108209,2183.3291488884747,3.3393180812741448
0.104,2.7895833333333333,2262.9509764192485,2236.3935144868233,3.349742374861127
0.104,2.8375,2315.002739768747,2288.4452778363216,3.3597302675109133
0.104,2.8854166666666665,2366.056516547458,2339.499054615033,3.3693084700413043
0.104,2.933333333333333,2416.127826949054,2389.570365016629,3.378501531419673
0.104,2.98125,2465.2329154165673,2438.675453484142,3.387332056611005
0.104,3.029166666666667,2513.388594694605,2486.83113276218,3.3958208982862654
0.104,3.0770833333333334,2560.6121109244277,2534.0546489920025,3.4039873259967113
0.104,3.125,2606.921026984665,2580.3635650522397,3.4118491758636615
0.104,3.1729166666666666,2652.3331216815204,2625.775659749095,3.419422983370988
0.104,3.220833333333333,2696.866302729844,2670.3088407974187,3.426724101462135
0.104,3.26875,2740.538531751388,2713.9810698189626,3.4337668058210618
0.104,3.316666666666667,2783.36775975813,2756.8102978257048,3.4405643889460635
0.104,3.3645833333333335,2825.3718717939464,2798.814409861521,3.447129244397807
0.104,3.4125,2866.5686395830535,2840.0111776506283,3.4534729424108765
0.104,3.4604166666666667,2906.975681183687,2880.4182192512617,3.459606297895539
0.104,3.5083333333333333,2946.6104267739943,2920.052964841569,3.465539431718461
0.104,3.55625,2985.4900898081046,2958.9326278756794,3.471281826033663
0.104,3.6041666666666665,3023.631642875748,2997.074180943323,3.476842374334736
0.104,3.652083333333333,3061.051797681599,3034.494335749174,3.4822294268135887
0.104,3.7,3097.7669886322924,3071.209526699867,3.4874508315373682
0.104,3.747916666666667,3133.7933595813174,3107.235897648892,3.4925139718918934
0.104,3.7958333333333334,3169.146753336502,3142.589291404077,3.4974258006853556
0.104,3.84375,3203.8427035820177,3177.2852416495925,3.502192871258831
0.104,3.8916666666666666,3237.896428908509,3211.3389669760836,3.5068213659092855
0.104,3.939583333333333,3271.3228286811623,3244.765366748737,3.5113171218952255
0.104,3.9875,3304.1364805074445,3277.5790185750193,3.5156856552642535
0.104,4.035416666666666,3336.351639094281,3309.7941771618557,3.5199321827148315
0.104,4.083333333333333,3367.9822363090852,3341.42477437666,3.524061641680992
0.104,4.13125,3399.041882280739,3372.484420348314,3.528078708808082
0.104,4.179166666666666,3429.5438673958583,3402.986405463433,3.531987816969541
0.104,4.227083333333334,3459.5011650624697,3432.9437031300445,3.5357931709587405
0.104,4.275,3488.926435128381,3462.3689731959557,3.539498761975927
0.104,4.322916666666667,3517.8320278545234,3491.274565922098,3.5431083810178636
0.104,4.370833333333334,3546.229988355419,3519.672526422994,3.5466256312668567
0.104,4.41875,3574.1320614292263,3547.574599496801,3.5500539395661086
0.104,4.466666666666667,3601.5496967090985,3574.9922347766733,3.553396567059757
0.104,4.514583333333333,3628.4940540755465,3601.9365921431213,3.556656619068262
0.104,4.5625,3654.9760092770416,3628.4185473446164,3.5598370542630224
0.104,4.610416666666667,3681.0061597121976,3654.4486977797724,3.562940693198004
0.104,4.658333333333333,3706.59483033281,3680.037368400385,3.5659702262507174
0.104,4.70625,3731.752079631979,3705.194617699554,3.5689282210200584
0.104,4.754166666666666,3756.4877056860573,3729.930243753632,3.5718171292241365
0.104,4.802083333333333,3780.8112522231695,3754.2537902907443,3.5746392931373303
0.104,4.85,3804.7320146946054,3778.17455276218,3.5773969516023
0.104,4.897916666666666,3828.2590463285333,3801.701584396108,3.5800922456495217
0.104,4.945833333333334,3851.401164148213,3824.8437022157877,3.5827272237540737
0.104,4.99375,3874.166954939496,3847.609493007071,3.585303846756832
0.104,5.041666666666667,3896.5647811544927,3870.0073192220675,3.587823992474923
0.104,5.089583333333334,3918.6027867402595,3892.0453248078343,3.590289460024185
0.104,5.1375,3940.2889028831532,3913.731440950728,3.5927019738744894
0.104,5.185416666666667,3961.630853660875,3935.0733917284497,3.595063187657049
0.104,5.233333333333333,3982.636161595842,3956.078699663417,3.5973746877413038
0.104,5.28125,4003.31215310441,3976.7546911719846,3.5996379965975276
0.104,5.329166666666667,4023.665963837758,3997.108501905333,3.6018545759600253
0.104,5.377083333333333,4043.704543911086,4017.147081978661,3.604025829804619
0.104,5.425,4063.4346630185973,4036.877201086172,3.6061531071530406
0.104,5.472916666666666,4082.8629154324703,4056.305453500045,3.608237704715887
0.104,5.520833333333333,4101.995724884662,4075.438262952237,3.610280869384886
0.104,5.56875,4120.839349330871,4094.281887398446,3.612283800584416
0.104,5.616666666666666,4139.399885596649,4112.842423664224,3.6142476524914846
0.104,5.664583333333334,4157.683273905747,4131.125811973322,3.616173536132663
0.104,5.7125,4175.695302291559,4149.137840359133,3.6180625213658786
0.104,5.760416666666667,4193.441610892428,4166.884148960003,3.6199156387543647
0.104,5.808333333333334,4210.927696132172,4184.370234199747,3.6217338813395656
0.104,5.85625,4228.158914787198,4201.601452854773,3.623518206319284
0.104,5.904166666666667,4245.140487941893,4218.583026009468,3.625269536636932
0.104,5.952083333333333,4261.87750483408,4235.320042901655,3.626988762487325
0.104,6.0,4278.374926592488,4251.817464660063,3.6286767427440902
0.10466666666666667,0.25,23328.747756844718,23302.190294912292,4.367415381653905
0.10466666666666667,0.29791666666666666,17525.086313198015,17498.52885126559,4.243026356112009
0.10466666666666667,0.3458333333333333,13188.18698871587,13161.629526783445,4.119342657887031
0.10466666666666667,0.39375,9941.777922488118,9915.220460555693,3.996346173575664
0.10466666666666667,0.44166666666666665,7499.170228189898,7472.612766257473,3.873530591796421
