d,p,shots,logical_failure_count,logical_failure_rate,logical_failure_se,batches,diagnostic_only,seed
9,0.035,100000,103,0.00103,0.00010143663539372746,100,false,1234
9,0.04,100000,214,0.00214,0.00014613077704576816,100,false,1234
9,0.045,100000,366,0.00366,0.00019096084415397833,100,false,1234
9,0.05,100000,649,0.00649,0.00025392675912553996,100,false,1234
9,0.055,100000,947,0.00947,0.0003062730660701329,100,false,1234
9,0.06,100000,1451,0.01451,0.0003781462666746824,100,false,1234
9,0.065,100000,2097,0.02097,0.0004531032895488621,100,false,1234
9,0.07,100000,3052,0.03052,0.0005439533950624814,100,false,1234
9,0.075,100000,3991,0.03991,0.0006190088198079249,100,false,1234
9,0.08,100000,5299,0.05299,0.0007083929693327003,100,false,1234
9,0.085,100000,6530,0.0653,0.0007812548239851067,100,false,1234
9,0.09,100000,8218,0.08218,0.0008684840102155019,100,false,1234
9,0.095,100000,9940,0.0994,0.0009461481913527077,100,false,1234
9,0.1,100000,11738,0.11738,0.0010178503603182542,100,false,1234
9,0.105,100000,13867,0.13867,0.001092888974690476,100,false,1234
9,0.11,100000,15936,0.15936,0.00115742987001373,100,false,1234
9,0.115,100000,18094,0.18094,0.001217377165877527,100,false,1234
9,0.12,100000,20386,0.20386,0.001273974491110399,100,false,1234
9,0.125,100000,22691,0.22691,0.0013244691461109994,100,false,1234
9,0.13,100000,25108,0.25108,0.0013712725243364282,100,false,1234
9,0.135,100000,27183,0.27183,0.0014069060064552997,100,false,1234
9,0.14,100000,28818,0.28818,0.0014322440001619835,100,false,1234
9,0.145,100000,31094,0.31094,0.001463749693082803,100,false,1234
9,0.15,100000,33139,0.33139,0.0014885250011336727,100,false,1234
9,0.155,100000,34874,0.34874,0.0015070514669380073,100,false,1234
9,0.16,100000,36541,0.36541,0.001522778814864457,100,false,1234
11,0.0,100000,0,0.0,0.0,100,false,1234
11,0.005,100000,0,0.0,0.0,100,false,1234
11,0.01,100000,0,0.0,0.0,100,false,1234
11,0.015,100000,0,0.0,0.0,100,false,1234
11,0.02,100000,1,1.0e-5,9.999949999874999e-6,100,false,1234
11,0.025,100000,4,4.0e-5,1.9999599995999918e-5,100,false,1234
11,0.03,100000,16,0.00016,3.9996799871989764e-5,100,false,1234
11,0.035,100000,32,0.00032,5.65594908039314e-5,100,false,1234
11,0.04,100000,82,0.00082,9.051671668813446e-5,100,false,1234
11,0.045,100000,174,0.00174,0.00013179424873643007,100,false,1234
11,0.05,100000,333,0.00333,0.0001821787885567362,100,false,1234
11,0.055,100000,620,0.0062,0.00024822489802596356,100,false,1234
11,0.06,100000,1011,0.01011,0.00031635087956255155,100,false,1234
11,0.065,100000,1640,0.0164,0.00040163465985893203,100,false,1234
11,0.07,100000,2374,0.02374,0.0004814188654384039,100,false,1234
11,0.075,100000,3350,0.0335,0.0005690144989365385,100,false,1234
11,0.08,100000,4565,0.04565,0.0006600460400608431,100,false,1234
11,0.085,100000,6100,0.061,0.0007568289106528634,100,false,1234
11,0.09,100000,7870,0.0787,0.0008515063710859714,100,false,1234
11,0.095,100000,9766,0.09766,0.0009387359820524619,100,false,1234
11,0.1,100000,11853,0.11853,0.0010221577133691258,100,false,1234
11,0.105,100000,14296,0.14296,0.001106898542776166,100,false,1234
11,0.11,100000,17057,0.17057,0.0011894363164961796,100,false,1234
11,0.115,100000,19472,0.19472,0.001252214524752049,100,false,1234
11,0.12,100000,21960,0.2196,0.0013091059544589965,100,false,1234
11,0.125,100000,24548,0.24548,0.0013609539654227838,100,false,1234
11,0.13,100000,27521,0.27521,0.0014123365601017345,100,false,1234
11,0.135,100000,29943,0.29943,0.00144834966461832,100,false,1234
11,0.14,100000,32002,0.32002,0.0014751515162857002,100,false,1234
11,0.145,100000,34170,0.3417,0.0014998036871537554,100,false,1234
11,0.15,100000,36329,0.36329,0.0015208891343552954,100,false,1234
11,0.155,100000,38238,0.38238,0.0015367678276174317,100,false,1234
11,0.16,100000,39627,0.39627,0.0015467387856389972,100,false,1234
13,0.0,100000,0,0.0,0.0,100,false,1234
13,0.005,100000,0,0.0,0.0,100,false,1234
13,0.01,100000,0,0.0,0.0,100,false,1234
13,0.015,100000,0,0.0,0.0,100,false,1234
13,0.02,100000,0,0.0,0.0,100,false,1234
13,0.025,100000,1,1.0e-5,9.999949999874999e-6,100,false,1234
13,0.03,100000,2,2.0e-5,1.4141994201667599e-5,100,false,1234
13,0.035,100000,15,0.00015,3.872692861562868e-5,100,false,1234
13,0.04,100000,37,0.00037,6.081637115119579e-5,100,false,1234
13,0.045,100000,94,0.00094,9.69080182441061e-5,100,false,1234
13,0.05,100000,196,0.00196,0.00013986273270603575,100,false,1234
13,0.055,100000,378,0.00378,0.00019405441504897537,100,false,1234
13,0.06,100000,718,0.00718,0.0002669915279554765,100,false,1234
13,0.065,100000,1134,0.01134,0.00033483435307626365,100,false,1234
13,0.07,100000,1759,0.01759,0.00041569931320607214,100,false,1234
13,0.075,100000,2808,0.02808,0.0005224128022933588,100,false,1234
13,0.08,100000,3878,0.03878,0.0006105416578743829,100,false,1234
13,0.085,100000,5439,0.05439,0.0007171591727085418,100,false,1234
13,0.09,100000,7348,0.07348,0.0008251102326356158,100,false,1234
13,0.095,100000,9529,0.09529,0.0009284924119237594,100,false,1234
13,0.1,100000,12118,0.12118,0.0010319661215369427,100,false,1234
13,0.105,100000,14841,0.14841,0.001124208485557728,100,false,1234
13,0.11,100000,17596,0.17596,0.0012041514788430898,100,false,1234
13,0.115,100000,20604,0.20604,0.0012790133634954719,100,false,1234
13,0.12,100000,23553,0.23553,0.001341848050637627,100,false,1234
13,0.125,100000,26676,0.26676,0.0013985674899696474,100,false,1234
13,0.13,100000,29418,0.29418,0.0014409653972250686,100,false,1234
13,0.135,100000,31854,0.31854,0.001473337260779079,100,false,1234
13,0.14,100000,34541,0.34541,0.0015036686200755804,100,false,1234
13,0.145,100000,36843,0.36843,0.00152541579610282,100,false,1234
13,0.15,100000,38815,0.38815,0.0015410696853160144,100,false,1234
13,0.155,100000,40596,0.40596,0.00155292137083627,100,false,1234
13,0.16,100000,42497,0.42497,0.00156323542404847,100,false,1234
15,0.0,100000,0,0.0,0.0,100,false,1234
15,0.005,100000,0,0.0,0.0,100,false,1234
15,0.01,100000,0,0.0,0.0,100,false,1234
15,0.015,100000,0,0.0,0.0,100,false,1234
15,0.02,100000,0,0.0,0.0,100,false,1234
15,0.025,100000,0,0.0,0.0,100,false,1234
15,0.03,100000,4,4.0e-5,1.9999599995999918e-5,100,false,1234
15,0.035,100000,5,5.0e-5,2.2360120751015635e-5,100,false,1234
15,0.04,100000,21,0.00021,4.582094499243768e-5,100,false,1234
15,0.045,100000,41,0.00041,6.401811462390937e-5,100,false,1234
15,0.05,100000,109,0.00109,0.00010434614990501565,100,false,1234
15,0.055,100000,244,0.00244,0.00015601430703624588,100,false,1234
15,0.06,100000,438,0.00438,0.0002088256593429074,100,false,1234
15,0.065,100000,838,0.00838,0.00028826681390683876,100,false,1234
15,0.07,100000,1399,0.01399,0.0003714065144824469,100,false,1234
15,0.075,100000,2323,0.02323,0.00047634406787531216,100,false,1234
15,0.08,100000,3461,0.03461,0.0005780324203710377,100,false,1234
15,0.085,100000,4929,0.04929,0.0006845472657165464,100,false,1234
15,0.09,100000,6897,0.06897,0.0008013310121291951,100,false,1234
15,0.095,100000,9330,0.0933,0.0009197560002522408,100,false,1234
15,0.1,100000,12007,0.12007,0.00102787740076334,100,false,1234
15,0.105,100000,15174,0.15174,0.0011345262112441475,100,false,1234
15,0.11,100000,18474,0.18474,0.0012272372729020251,100,false,1234
15,0.115,100000,21697,0.21697,0.0013034339994798356,100,false,1234
15,0.12,100000,25014,0.25014,0.0013695619022154493,100,false,1234
15,0.125,100000,28181,0.28181,0.0014226493731766799,100,false,1234
15,0.13,100000,31262,0.31262,0.0014659083723070824,100,false,1234
15,0.135,100000,34322,0.34322,0.00150139945251089,100,false,1234
15,0.14,100000,36786,0.36786,0.0015249230157617793,100,false,1234
15,0.145,100000,38969,0.38969,0.0015421793148009733,100,false,1234
15,0.15,100000,41125,0.41125,0.0015560316111827548,100,false,1234
15,0.155,100000,42870,0.4287,0.0015649802235172174,100,false,1234
15,0.16,100000,44363,0.44363,0.0015710583155949369,100,false,1234
