replicate,status,input_rms_shift,initial_p_c,initial_nu,p_c,nu,loss,converged,evaluations,boundary_hit
212,ok,0.0012761076041164993,0.1,1.25,0.09796177657750971,1.2716324724642238,36.6533017521923,true,70,false
213,ok,0.0013201557147212142,0.1,1.25,0.0978385277810781,1.2768743465781787,39.65440826037814,true,71,false
214,ok,0.0013372636516686077,0.1,1.25,0.09761037800907477,1.2980587539619262,40.988692488733605,true,72,false
215,ok,0.0011523245427620924,0.1,1.25,0.09782800489956983,1.2908479408970015,41.34936298561625,true,73,false
216,ok,0.0011365705400865202,0.1,1.25,0.09787356985199368,1.2918003459148804,27.532486546052183,true,72,false
217,ok,0.0012632976639154836,0.1,1.25,0.09771519448019905,1.2725626641834897,31.610137037038296,true,73,false
218,ok,0.0011350303199300295,0.1,1.25,0.09778996513739917,1.2805448694726966,35.63209202582757,true,73,false
219,ok,0.0012416958733825975,0.1,1.25,0.09806145932900776,1.2689884716531767,32.89766696778309,true,70,false
220,ok,0.0012406489739419599,0.1,1.25,0.09788376355322972,1.2752231921922967,38.53021690008196,true,69,false
221,ok,0.0013629520430319452,0.1,1.25,0.09788705604754744,1.2722112451083754,40.910527333846375,true,72,false
222,ok,0.001183186219337262,0.1,1.25,0.09787391097393505,1.2795897941385268,35.3456648527726,true,75,false
223,ok,0.0011510639200965898,0.1,1.25,0.09750018606185198,1.3063243987500284,38.7333339638506,true,71,false
224,ok,0.0013193456103334459,0.1,1.25,0.09774656634441711,1.2894379556767235,39.4295839154074,true,73,false
225,ok,0.0010851745038028338,0.1,1.25,0.09771455249498864,1.295338863513434,32.53757217394273,true,69,false
226,ok,0.001227976353976718,0.1,1.25,0.09740758521974144,1.2925864595098535,41.98151706477452,true,71,false
227,ok,0.0011441741859967048,0.1,1.25,0.09755805376984246,1.2854006858028377,40.02728736575748,true,72,false
228,ok,0.0015843158744781268,0.1,1.25,0.0978811717080966,1.2552184637766186,46.17017492125212,true,69,false
229,ok,0.0012645962611456923,0.1,1.25,0.09780790580298766,1.279773166155799,39.76412838510299,true,71,false
230,ok,0.0013103910452067465,0.1,1.25,0.0977288289066527,1.2876693971683117,37.714934649518774,true,73,false
231,ok,0.0011241194084457631,0.1,1.25,0.09775359862308505,1.277701079442998,32.385238068659675,true,71,false
232,ok,0.0013396991554675683,0.1,1.25,0.09794157270784903,1.2903217745917757,42.218375334677155,true,72,false
233,ok,0.0013989166884537984,0.1,1.25,0.09792752946295978,1.2698027849774105,41.980870843388196,true,72,false
234,ok,0.0010925849968348807,0.1,1.25,0.0976275620115727,1.2942030900616157,39.24561468668667,true,72,false
235,ok,0.0011738508959513966,0.1,1.25,0.09755686183926757,1.289820113618921,40.211614552314465,true,70,false
236,ok,0.0011609574592646528,0.1,1.25,0.09748234979578108,1.3012918050375395,31.482185240809873,true,79,false
237,ok,0.0012036995441523427,0.1,1.25,0.09784335927369389,1.2708150159589167,43.0572448654915,true,72,false
