stage,channel,distance,p,shots,root_seed,n00,n10,n01,n11,construction,boundary_orientation,clock,logical_x_failures,logical_x_rate,logical_x_standard_error,logical_x_wilson_low,logical_x_wilson_high,logical_z_failures,logical_z_rate,logical_z_standard_error,logical_z_wilson_low,logical_z_wilson_high,any_logical_failures
production,y_only,11,0.028,50000,20260923,26108,2103,20099,1690,bp,x_ns,gate_layer,3793,0.07586,0.0011841052351881567,0.07357164062206471,0.078213527024927,21789,0.43578,0.0022175472558662646,0.431438784987129,0.4401310821942021,23892
production,y_only,11,0.03,50000,20260923,25495,2494,19988,2023,bp,x_ns,gate_layer,4517,0.09034,0.001282019378948696,0.08785865904370226,0.09288428380127021,22011,0.44022,0.0022200286106264485,0.43587358108916857,0.44457560390148815,24505
production,y_only,11,0.032,50000,20260923,24708,2975,19789,2528,bp,x_ns,gate_layer,5503,0.11006,0.0013996199226933002,0.10734669363260835,0.11283321930243184,22317,0.44634,0.002223153635716614,0.44198698670297226,0.4507012579708089,25292
production,y_only,11,0.034,50000,20260923,23990,3420,19590,3000,bp,x_ns,gate_layer,6420,0.1284,0.0014960844895927502,0.1254962494805497,0.1313608455767948,22590,0.4518,0.002225653881446978,0.4474416674229758,0.4561657383406516,26010
production,y_only,11,0.036,50000,20260923,23323,4054,19227,3396,bp,x_ns,gate_layer,7450,0.149,0.0015924760594746784,0.1459057726573227,0.15214815728112704,22623,0.45246,0.0022259377727151313,0.4481010603672688,0.45682624398963667,26677
production,y_only,11,0.038,50000,20260923,22511,4585,18940,3964,bp,x_ns,gate_layer,8549,0.17098,0.0016837211146742798,0.16770527360720877,0.17430527918010957,22904,0.45808,0.0022281952948518674,0.4537162044696282,0.46245023639367605,27489
production,y_only,13,0.018,50000,20260923,28090,354,21280,276,bp,x_ns,gate_layer,630,0.0126,0.0004988234156492657,0.011659088503774702,0.013615798823861843,21556,0.43112,0.0022147484985884968,0.42678462781114307,0.435465955363103,21910
production,y_only,13,0.02,50000,20260923,27492,577,21480,451,bp,x_ns,gate_layer,1028,0.02056,0.0006346225082677103,0.019352497436358095,0.02184116686475406,21931,0.43862,0.0022191552248547195,0.43427541561282884,0.4429740152123051,22508
production,y_only,13,0.022,50000,20260923,27013,835,21496,656,bp,x_ns,gate_layer,1491,0.02982,0.000760667701430789,0.028364859220436273,0.03134738231363872,22152,0.44304,0.0022215110101010075,0.4386904593343001,0.4473982923730903,22987
production,y_only,13,0.024,50000,20260923,26564,1143,21299,994,bp,x_ns,gate_layer,2137,0.04274,0.0009045804817704172,0.04100190316275102,0.044548353257920066,22293,0.44586,0.00222292087308568,0.4415074797317415,0.4502208386923828,23436
production,y_only,13,0.026,50000,20260923,25706,1574,21406,1314,bp,x_ns,gate_layer,2888,0.05776,0.0010433003632703288,0.0557489395059673,0.059839009143548456,22720,0.4544,0.002226749379701272,0.45003932079349257,0.45876768548910946,24294
production,y_only,13,0.028,50000,20260923,25361,1988,20943,1708,bp,x_ns,gate_layer,3696,0.07392,0.0011700925912080634,0.07165924802057495,0.07624621770072045,22651,0.45302,0.002226175552825967,0.44866055135964633,0.45738666695519214,24639
production,y_only,13,0.03,50000,20260923,24468,2523,20799,2210,bp,x_ns,gate_layer,4733,0.09466,0.0013091942896300763,0.09212507550631473,0.09725720358556912,23009,0.46018,0.002228965534053858,0.45581453367400737,0.46455158453154544,25532
production,y_only,13,0.032,50000,20260923,23648,3069,20612,2671,bp,x_ns,gate_layer,5740,0.1148,0.0014256294048594817,0.11203536066431981,0.1176238239860815,23283,0.46566,0.002230788041925992,0.461290541045054,0.4700347351774142,26352
production,y_only,13,0.034,50000,20260923,22888,3558,20214,3340,bp,x_ns,gate_layer,6898,0.13796,0.0015422518497314245,0.13496504316933366,0.14101058302700925,23554,0.47108,0.002232324499708768,0.4667071136084702,0.4754573298497062,27112
production,y_only,13,0.036,50000,20260923,22129,4318,19701,3852,bp,x_ns,gate_layer,8170,0.1634,0.0016534838372357923,0.1601851112615663,0.1666666061665881,23553,0.47106,0.0022323193158685878,0.46668712530390366,0.4754373212272037,27871
production,y_only,13,0.038,50000,20260923,21550,4844,19131,4475,bp,x_ns,gate_layer,9319,0.18638,0.00174150794198591,0.1829908465472245,0.18981734008325016,23606,0.47212,0.0022325891050526962,0.46774651515514704,0.47649776851061915,28450
production,y_only,15,0.018,50000,20260923,27414,252,22099,235,bp,x_ns,gate_layer,487,0.00974,0.0004392068396553041,0.00891604328773843,0.010639283469026225,22334,0.44668,0.0022233172405214693,0.4423266399606269,0.45104155247332783,22586
production,y_only,15,0.02,50000,20260923,26879,486,22275,360,bp,x_ns,gate_layer,846,0.01692,0.0005767792229267625,0.015826079681320784,0.018088143893227153,22635,0.4527,0.002226040026594311,0.44834084153892667,0.4570664259428073,23121
production,y_only,15,0.022,50000,20260923,26054,750,22549,647,bp,x_ns,gate_layer,1397,0.02794,0.0007370122984048503,0.026531347949179027,0.029421182440406746,23196,0.46392,0.002230238702919488,0.45955175127794357,0.4682937922895186,23946
production,y_only,15,0.024,50000,20260923,25790,1146,22125,939,bp,x_ns,gate_layer,2085,0.0417,0.0008939922818458782,0.03998272902836748,0.04348768718471383,23064,0.46128,0.002229353097201069,0.4569136896463086,0.4656522595480412,24210
production,y_only,15,0.026,50000,20260923,25083,1505,21996,1416,bp,x_ns,gate_layer,2921,0.05842,0.0010488765761518368,0.05639796238346615,0.06050988485932774,23412,0.46824,0.0022315523852242413,0.46386884492855157,0.472616034885822,24917
production,y_only,15,0.028,50000,20260923,24261,1997,21939,1803,bp,x_ns,gate_layer,3800,0.076,0.0011851075900524812,0.07370966570712018,0.07835548042935478,23742,0.47484,0.002233235206600505,0.47046504000613815,0.47921882574101665,25739
production,y_only,15,0.03,50000,20260923,23682,2492,21452,2374,bp,x_ns,gate_layer,4866,0.09732,0.0013255098460592438,0.0947528992486,0.0999489711434654,23826,0.47652,0.002233601081661629,0.4721441939237939,0.4808994136971598,26318
production,y_only,15,0.032,50000,20260923,23018,3194,20836,2952,bp,x_ns,gate_layer,6146,0.12292,0.0014684050776267426,0.12007091221275752,0.12582702482767166,23788,0.47576,0.002233438704777904,0.47138457052562527,0.4801391538667052,26982
production,y_only,15,0.034,50000,20260923,22198,3820,20368,3614,bp,x_ns,gate_layer,7434,0.14868,0.001591064157097381,0.14558856409625104,0.1518254150090942,23982,0.47964,0.0022342133756649116,0.4752627542993612,0.48402037394436187,27802
production,y_only,15,0.036,50000,20260923,21537,4529,19776,4158,bp,x_ns,gate_layer,8687,0.17374,0.0016944285904103484,0.17044407833303532,0.1770860503898098,23934,0.47868,0.00223403427726613,0.47430317903564245,0.48306009670876693,28463
production,y_only,15,0.038,50000,20260923,20511,5105,19361,5023,bp,x_ns,gate_layer,10128,0.20256,0.001797383912245795,0.19906010378955408,0.20610559683976926,24384,0.48768,0.0022353890829115187,0.4832998325620135,0.49206206036346134,29489
