construction,error_channel,logical_observable,distance,p_x,p_z,shots,master_seed,series_seed,logical_failures,logical_failure_rate,logical_failure_standard_error,logical_state,boundary_orientation,clock
as,z_only,logical_z,9,0.0,0.0,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.002,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.004,50000,1235,11732160916429613293,4,8.0e-5,3.999839996799872e-5,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.006,50000,1235,11732160916429613293,18,0.00036,8.4837538861049e-5,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.008,50000,1235,11732160916429613293,45,0.0009,0.00013410369122436564,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.01,50000,1235,11732160916429613293,114,0.00228,0.00021329798873875956,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.012,50000,1235,11732160916429613293,224,0.00448,0.0002986613332857134,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.014,50000,1235,11732160916429613293,380,0.0076,0.00038838743543013847,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.016,50000,1235,11732160916429613293,628,0.01256,0.0004980410906742535,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.018,50000,1235,11732160916429613293,958,0.01916,0.0006130724981598832,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.02,50000,1235,11732160916429613293,1373,0.02746,0.0007308344326863644,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.022,50000,1235,11732160916429613293,1747,0.03494,0.000821208821189836,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.024,50000,1235,11732160916429613293,2387,0.04774,0.0009535291542475247,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.026,50000,1235,11732160916429613293,2899,0.05798,0.0010451633326901588,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.028,50000,1235,11732160916429613293,3662,0.07324,0.0011651257648854908,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.03,50000,1235,11732160916429613293,4273,0.08546,0.0012502526816607913,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.032,50000,1235,11732160916429613293,5199,0.10398,0.0013650506188416605,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.034,50000,1235,11732160916429613293,6138,0.12276,0.0014675829271288217,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.036,50000,1235,11732160916429613293,6933,0.13866,0.0015455316522155085,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.038,50000,1235,11732160916429613293,7788,0.15576,0.0016217202126137542,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.04,50000,1235,11732160916429613293,8524,0.17048,0.0016817643687508663,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.042,50000,1235,11732160916429613293,9496,0.18992,0.0017541402087632562,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.044,50000,1235,11732160916429613293,10428,0.20856,0.0018169354771152442,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.046,50000,1235,11732160916429613293,11260,0.2252,0.0018680736602179262,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.048,50000,1235,11732160916429613293,12101,0.24202,0.0019154441761638475,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.05,50000,1235,11732160916429613293,12940,0.2588,0.00195868609021456,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.052,50000,1235,11732160916429613293,13728,0.27456,0.0019958797879631933,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.054,50000,1235,11732160916429613293,14774,0.29548,0.0020404488212155676,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.056,50000,1235,11732160916429613293,15251,0.30502,0.002059042493976266,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.058,50000,1235,11732160916429613293,15685,0.3137,0.002075053300520254,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.06,50000,1235,11732160916429613293,16751,0.33502,0.0021108367989970235,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.062,50000,1235,11732160916429613293,17201,0.34402,0.0021244775338892146,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.064,50000,1235,11732160916429613293,17953,0.35906,0.0021453946788411683,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.066,50000,1235,11732160916429613293,18386,0.36772,0.0021563951474625424,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.068,50000,1235,11732160916429613293,19079,0.38158,0.0021724488652209973,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.07,50000,1235,11732160916429613293,19667,0.39334,0.0021845990222464167,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.072,50000,1235,11732160916429613293,19848,0.39696,0.0021880711067056298,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.074,50000,1235,11732160916429613293,20346,0.40692,0.002196980262087031,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.076,50000,1235,11732160916429613293,20631,0.41262,0.0022016572648802537,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.078,50000,1235,11732160916429613293,21307,0.42614,0.0022115365717075538,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.08,50000,1235,11732160916429613293,21618,0.43236,0.0022155127189885417,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.082,50000,1235,11732160916429613293,21849,0.43698,0.0022182356935186126,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.084,50000,1235,11732160916429613293,22079,0.44158,0.0022207525913527605,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.086,50000,1235,11732160916429613293,22336,0.44672,0.0022233364189883633,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.088,50000,1235,11732160916429613293,22456,0.44912,0.002224460499087363,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.09,50000,1235,11732160916429613293,22679,0.45358,0.0022264104904531866,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.092,50000,1235,11732160916429613293,22974,0.45948,0.0022287132143907614,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.094,50000,1235,11732160916429613293,23236,0.46472,0.0022304946608319868,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.096,50000,1235,11732160916429613293,23412,0.46824,0.0022315523852242413,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.098,50000,1235,11732160916429613293,23447,0.46894,0.00223174943217199,plus,x_ns,gate_layer
as,z_only,logical_z,9,0.0,0.1,50000,1235,11732160916429613293,23645,0.4729,0.0022327811805011254,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.0,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.002,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.004,50000,1235,11732160916429613293,1,2.0e-5,1.999979999899999e-5,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.006,50000,1235,11732160916429613293,10,0.0002,6.323922833178785e-5,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.008,50000,1235,11732160916429613293,19,0.00038,8.716141348096644e-5,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.01,50000,1235,11732160916429613293,70,0.0014,0.00016721483187803648,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.012,50000,1235,11732160916429613293,121,0.00242,0.00021973363875383303,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.014,50000,1235,11732160916429613293,278,0.00556,0.000332538310574887,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.016,50000,1235,11732160916429613293,462,0.00924,0.0004278930333623112,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.018,50000,1235,11732160916429613293,768,0.01536,0.0005499830979221089,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.02,50000,1235,11732160916429613293,1161,0.02322,0.0006735106769755027,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.022,50000,1235,11732160916429613293,1609,0.03218,0.0007892331417268284,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.024,50000,1235,11732160916429613293,2268,0.04536,0.0009306177561168711,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.026,50000,1235,11732160916429613293,2865,0.0573,0.0010393912641541681,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.028,50000,1235,11732160916429613293,3654,0.07308,0.0011639528650250405,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.03,50000,1235,11732160916429613293,4501,0.09002,0.0012799718715659342,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.032,50000,1235,11732160916429613293,5501,0.11002,0.0013993970101440119,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.034,50000,1235,11732160916429613293,6456,0.12912,0.0014996534639709269,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.036,50000,1235,11732160916429613293,7398,0.14796,0.001587878070885797,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.038,50000,1235,11732160916429613293,8517,0.17034,0.0016812155388289747,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.04,50000,1235,11732160916429613293,9524,0.19048,0.001756117135045382,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.042,50000,1235,11732160916429613293,10458,0.20916,0.0018188573028140498,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.044,50000,1235,11732160916429613293,11609,0.23218,0.0018882396436893279,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.046,50000,1235,11732160916429613293,12647,0.25294,0.0019440234381303122,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.048,50000,1235,11732160916429613293,13683,0.27366,0.0019938415403436653,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.05,50000,1235,11732160916429613293,14615,0.2923,0.0020340143067343456,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.052,50000,1235,11732160916429613293,15413,0.30826,0.0020651187491280013,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.054,50000,1235,11732160916429613293,16294,0.32588,0.0020961022188815126,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.056,50000,1235,11732160916429613293,17132,0.34264,0.0021224411907047034,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.058,50000,1235,11732160916429613293,17803,0.35606,0.0021414073708661786,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.06,50000,1235,11732160916429613293,18524,0.37048,0.0021597433625317615,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.062,50000,1235,11732160916429613293,19225,0.3845,0.0021755907243780938,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.064,50000,1235,11732160916429613293,19698,0.39396,0.00218520259198089,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.066,50000,1235,11732160916429613293,20377,0.40754,0.0021975038038647395,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.068,50000,1235,11732160916429613293,20818,0.41636,0.0022045605022316807,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.07,50000,1235,11732160916429613293,21221,0.42442,0.0022103740117907647,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.072,50000,1235,11732160916429613293,21516,0.43032,0.0022142479427561855,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.074,50000,1235,11732160916429613293,21853,0.43706,0.002218281120146858,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.076,50000,1235,11732160916429613293,22239,0.44478,0.0022223894870161713,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.078,50000,1235,11732160916429613293,22618,0.45236,0.002225895012798223,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.08,50000,1235,11732160916429613293,22891,0.45782,0.002228097159461409,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.082,50000,1235,11732160916429613293,23223,0.46446,0.0022304121072124765,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.084,50000,1235,11732160916429613293,23465,0.4693,0.002231849054035689,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.086,50000,1235,11732160916429613293,23450,0.469,0.0022317661167783687,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.088,50000,1235,11732160916429613293,23785,0.4757,0.002233425664758064,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.09,50000,1235,11732160916429613293,23871,0.47742,0.0022337866666268737,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.092,50000,1235,11732160916429613293,24017,0.48034,0.0022343387585592295,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.094,50000,1235,11732160916429613293,23949,0.47898,0.0022340911333246904,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.096,50000,1235,11732160916429613293,24296,0.48592,0.002235181216814422,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.098,50000,1235,11732160916429613293,24557,0.49114,0.00223571688905371,plus,x_ns,gate_layer
as,z_only,logical_z,11,0.0,0.1,50000,1235,11732160916429613293,24322,0.48644,0.0022352455185057412,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.0,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.002,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.004,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.006,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.008,50000,1235,11732160916429613293,10,0.0002,6.323922833178785e-5,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.01,50000,1235,11732160916429613293,28,0.00056,0.00010580041587819965,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.012,50000,1235,11732160916429613293,88,0.00176,0.00018745145504903395,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.014,50000,1235,11732160916429613293,195,0.0039,0.00027873966348548245,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.016,50000,1235,11732160916429613293,390,0.0078,0.0003934249610789839,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.018,50000,1235,11732160916429613293,612,0.01224,0.0004917353434521459,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.02,50000,1235,11732160916429613293,993,0.01986,0.0006239484017128339,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.022,50000,1235,11732160916429613293,1476,0.02952,0.0007569487380265588,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.024,50000,1235,11732160916429613293,2158,0.04316,0.0009088147710067217,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.026,50000,1235,11732160916429613293,2841,0.05682,0.0010352921095034,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.028,50000,1235,11732160916429613293,3752,0.07504,0.001178210493927125,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.03,50000,1235,11732160916429613293,4853,0.09706,0.0013239286717946703,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.032,50000,1235,11732160916429613293,5749,0.11498,0.0014266015533427685,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.034,50000,1235,11732160916429613293,6993,0.13986,0.0015511233374557937,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.036,50000,1235,11732160916429613293,8039,0.16078,0.0016427403422330626,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.038,50000,1235,11732160916429613293,9332,0.18664,0.0017424437460073136,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.04,50000,1235,11732160916429613293,10673,0.21346,0.0018324564300413802,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.042,50000,1235,11732160916429613293,11586,0.23172,0.0018869331816468754,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.044,50000,1235,11732160916429613293,12734,0.25468,0.0019484255058893065,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.046,50000,1235,11732160916429613293,13910,0.2782,0.0020040197603816185,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.048,50000,1235,11732160916429613293,14958,0.29916,0.0020477465390033017,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.05,50000,1235,11732160916429613293,16178,0.32356,0.0020922185660202904,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.052,50000,1235,11732160916429613293,16920,0.3384,0.0021160597345065662,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.054,50000,1235,11732160916429613293,17882,0.35764,0.0021435187444946687,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.056,50000,1235,11732160916429613293,18428,0.36856,0.0021574221951208344,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.058,50000,1235,11732160916429613293,19196,0.38392,0.002174973257766633,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.06,50000,1235,11732160916429613293,19972,0.39944,0.0021903775309293143,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.062,50000,1235,11732160916429613293,20669,0.41338,0.0022022578214187364,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.064,50000,1235,11732160916429613293,20955,0.4191,0.00220660458623651,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.066,50000,1235,11732160916429613293,21613,0.43226,0.00221545161265147,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.068,50000,1235,11732160916429613293,21823,0.43646,0.0022179389910455156,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.07,50000,1235,11732160916429613293,22470,0.4494,0.002224588231561068,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.072,50000,1235,11732160916429613293,22680,0.4536,0.002226418828522612,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.074,50000,1235,11732160916429613293,22823,0.45646,0.0022275738748692487,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.076,50000,1235,11732160916429613293,23326,0.46652,0.002231049482194422,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.078,50000,1235,11732160916429613293,23572,0.47144,0.002232417193985031,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.08,50000,1235,11732160916429613293,23693,0.47386,0.0022330100778993364,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.082,50000,1235,11732160916429613293,23775,0.4755,0.0022333819646446506,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.084,50000,1235,11732160916429613293,24013,0.48026,0.002234324651432732,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.086,50000,1235,11732160916429613293,24234,0.48468,0.0022350181099937425,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.088,50000,1235,11732160916429613293,24374,0.48748,0.0022353668584820705,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.09,50000,1235,11732160916429613293,24506,0.49012,0.002235631390010437,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.092,50000,1235,11732160916429613293,24213,0.48426,0.0022349597419193037,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.094,50000,1235,11732160916429613293,24635,0.4927,0.0022358296446733147,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.096,50000,1235,11732160916429613293,24709,0.49418,0.0022359164903904614,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.098,50000,1235,11732160916429613293,24613,0.49226,0.002235800046515788,plus,x_ns,gate_layer
as,z_only,logical_z,13,0.0,0.1,50000,1235,11732160916429613293,24795,0.4959,0.0022359927996306247,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.0,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.002,50000,1235,11732160916429613293,0,0.0,0.0,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.004,50000,1235,11732160916429613293,1,2.0e-5,1.999979999899999e-5,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.006,50000,1235,11732160916429613293,2,4.0e-5,2.8283705556379983e-5,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.008,50000,1235,11732160916429613293,7,0.00014,5.291132203980543e-5,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.01,50000,1235,11732160916429613293,18,0.00036,8.4837538861049e-5,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.012,50000,1235,11732160916429613293,61,0.00122,0.00015610967939240668,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.014,50000,1235,11732160916429613293,137,0.00274,0.0002337730694498406,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.016,50000,1235,11732160916429613293,284,0.00568,0.0003360874171997518,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.018,50000,1235,11732160916429613293,518,0.01036,0.00045282823233539664,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.02,50000,1235,11732160916429613293,886,0.01772,0.0005900169760269615,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.022,50000,1235,11732160916429613293,1401,0.02802,0.0007380363080499496,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.024,50000,1235,11732160916429613293,2025,0.0405,0.0008815866378297712,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.026,50000,1235,11732160916429613293,2755,0.0551,0.0010204311833729896,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.028,50000,1235,11732160916429613293,3854,0.07708,0.0011928006841044315,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.03,50000,1235,11732160916429613293,4895,0.0979,0.0013290266363019216,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.032,50000,1235,11732160916429613293,6024,0.12048,0.0014557786205326687,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.034,50000,1235,11732160916429613293,7410,0.1482,0.0015889415344813667,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.036,50000,1235,11732160916429613293,8652,0.17304,0.0016917278646401731,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.038,50000,1235,11732160916429613293,10110,0.2022,0.0017961913038426615,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.04,50000,1235,11732160916429613293,11308,0.22616,0.001870890987738195,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.042,50000,1235,11732160916429613293,12688,0.25376,0.0019461030928499138,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.044,50000,1235,11732160916429613293,13999,0.27998,0.0020079402361624214,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.046,50000,1235,11732160916429613293,15164,0.30328,0.002055729756558483,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.048,50000,1235,11732160916429613293,16392,0.32784,0.002099337678411932,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.05,50000,1235,11732160916429613293,17359,0.34718,0.002129065746284036,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.052,50000,1235,11732160916429613293,18133,0.36266,0.002150059182441265,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.054,50000,1235,11732160916429613293,18820,0.3764,0.0021666704410223535,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.056,50000,1235,11732160916429613293,19902,0.39804,0.002189082722968687,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.058,50000,1235,11732160916429613293,20435,0.4087,0.00219847360684635,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.06,50000,1235,11732160916429613293,21095,0.4219,0.0022086212441249403,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.062,50000,1235,11732160916429613293,21661,0.43322,0.0022160344383605596,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.064,50000,1235,11732160916429613293,22215,0.4443,0.0022221499049344083,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.066,50000,1235,11732160916429613293,22670,0.4534,0.002226335284722407,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.068,50000,1235,11732160916429613293,22908,0.45816,0.00222822536741686,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.07,50000,1235,11732160916429613293,23178,0.46356,0.002230121639731788,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.072,50000,1235,11732160916429613293,23490,0.4698,0.0022319854838237633,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.074,50000,1235,11732160916429613293,23801,0.47602,0.0022334948381404424,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.076,50000,1235,11732160916429613293,23895,0.4779,0.0022338826737319933,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.078,50000,1235,11732160916429613293,24063,0.48126,0.0022344968668583987,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.08,50000,1235,11732160916429613293,23923,0.47846,0.0022339920698158265,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.082,50000,1235,11732160916429613293,24243,0.48486,0.002235042641203966,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.084,50000,1235,11732160916429613293,24425,0.4885,0.0022354764592811085,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.086,50000,1235,11732160916429613293,24598,0.49196,0.002235778872786842,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.088,50000,1235,11732160916429613293,24541,0.49082,0.0022356910681039987,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.09,50000,1235,11732160916429613293,24783,0.49566,0.0022359837405491125,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.092,50000,1235,11732160916429613293,24876,0.49752,0.0022360404719056408,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.094,50000,1235,11732160916429613293,24985,0.4997,0.0022360675750075173,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.096,50000,1235,11732160916429613293,24949,0.49898,0.0022360633246847014,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.098,50000,1235,11732160916429613293,24857,0.49714,0.0022360313969173153,plus,x_ns,gate_layer
as,z_only,logical_z,15,0.0,0.1,50000,1235,11732160916429613293,24572,0.49144,0.0022357402639841687,plus,x_ns,gate_layer
bp,x_only,logical_x,9,0.0,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.002,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.004,0.0,50000,1235,7689069064664434298,8,0.00016,5.6564016830490393e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.006,0.0,50000,1235,7689069064664434298,28,0.00056,0.00010580041587819965,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.008,0.0,50000,1235,7689069064664434298,62,0.00124,0.0001573824894961317,zero,x_ns,gate_layer
