construction,error_channel,logical_observable,distance,p_x,p_z,shots,master_seed,series_seed,logical_failures,logical_failure_rate,logical_failure_standard_error,logical_state,boundary_orientation,clock
bp,x_only,logical_x,9,0.01,0.0,50000,1235,7689069064664434298,117,0.00234,0.00021607981858563283,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.012,0.0,50000,1235,7689069064664434298,228,0.00456,0.0003013040457743639,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.014,0.0,50000,1235,7689069064664434298,416,0.00832,0.0004062210629694132,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.016,0.0,50000,1235,7689069064664434298,663,0.01326,0.0005115500444726791,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.018,0.0,50000,1235,7689069064664434298,980,0.0196,0.0006199328995947868,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.02,0.0,50000,1235,7689069064664434298,1327,0.02654,0.000718827217069582,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.022,0.0,50000,1235,7689069064664434298,1765,0.0353,0.0008252746209595931,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.024,0.0,50000,1235,7689069064664434298,2265,0.0453,0.000930031289796209,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.026,0.0,50000,1235,7689069064664434298,2940,0.0588,0.001052069959650973,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.028,0.0,50000,1235,7689069064664434298,3627,0.07254,0.001159982313658273,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.03,0.0,50000,1235,7689069064664434298,4344,0.08688,0.001259617923022692,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.032,0.0,50000,1235,7689069064664434298,5119,0.10238,0.0013557163095574236,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.034,0.0,50000,1235,7689069064664434298,5955,0.1191,0.0014485523117927085,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.036,0.0,50000,1235,7689069064664434298,6939,0.13878,0.0015460925690268354,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.038,0.0,50000,1235,7689069064664434298,7612,0.15224,0.0016066299038670977,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.04,0.0,50000,1235,7689069064664434298,8539,0.17078,0.0016829390458361823,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.042,0.0,50000,1235,7689069064664434298,9432,0.18864,0.001749599670781862,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.044,0.0,50000,1235,7689069064664434298,10321,0.20642,0.0018100319533091121,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.046,0.0,50000,1235,7689069064664434298,11219,0.22438,0.0018656560004459558,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.048,0.0,50000,1235,7689069064664434298,12174,0.24348,0.0019193618189387847,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.05,0.0,50000,1235,7689069064664434298,12884,0.25768,0.0019559193112191516,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.052,0.0,50000,1235,7689069064664434298,13770,0.2754,0.0019977729600732914,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.054,0.0,50000,1235,7689069064664434298,14641,0.29282,0.0020350746797107963,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.056,0.0,50000,1235,7689069064664434298,15314,0.30628,0.002061419712722278,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.058,0.0,50000,1235,7689069064664434298,15966,0.31932,0.0020849687652336663,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.06,0.0,50000,1235,7689069064664434298,16687,0.33374,0.002108827220992749,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.062,0.0,50000,1235,7689069064664434298,17251,0.34502,0.0021259407310647207,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.064,0.0,50000,1235,7689069064664434298,17925,0.3585,0.002144657315283726,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.066,0.0,50000,1235,7689069064664434298,18386,0.36772,0.0021563951474625424,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.068,0.0,50000,1235,7689069064664434298,19104,0.38208,0.002172992745501006,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.07,0.0,50000,1235,7689069064664434298,19510,0.3902,0.0021814855488863547,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.072,0.0,50000,1235,7689069064664434298,19793,0.39586,0.0021870293111890386,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.074,0.0,50000,1235,7689069064664434298,20536,0.41072,0.002200132185119794,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.076,0.0,50000,1235,7689069064664434298,20916,0.41832,0.0022060298166615973,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.078,0.0,50000,1235,7689069064664434298,21032,0.42064,0.002207722765204001,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.08,0.0,50000,1235,7689069064664434298,21428,0.42856,0.002213125962976351,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.082,0.0,50000,1235,7689069064664434298,21803,0.43606,0.002217709071992988,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.084,0.0,50000,1235,7689069064664434298,22048,0.44096,0.0022204246368656604,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.086,0.0,50000,1235,7689069064664434298,22437,0.44874,0.0022242860085879244,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.088,0.0,50000,1235,7689069064664434298,22699,0.45398,0.0022265765632468156,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.09,0.0,50000,1235,7689069064664434298,22990,0.4598,0.0022288291096447927,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.092,0.0,50000,1235,7689069064664434298,22989,0.45978,0.002228821893288021,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.094,0.0,50000,1235,7689069064664434298,23364,0.46728,0.002231274979019843,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.096,0.0,50000,1235,7689069064664434298,23262,0.46524,0.002230657940608555,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.098,0.0,50000,1235,7689069064664434298,23691,0.47382,0.00223300070577687,zero,x_ns,gate_layer
bp,x_only,logical_x,9,0.1,0.0,50000,1235,7689069064664434298,23542,0.47084,0.0022322620563007384,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.0,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.002,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.004,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.006,0.0,50000,1235,7689069064664434298,6,0.00012,4.89868553797853e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.008,0.0,50000,1235,7689069064664434298,24,0.00048,9.795607178730678e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.01,0.0,50000,1235,7689069064664434298,77,0.00154,0.00017536410122941353,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.012,0.0,50000,1235,7689069064664434298,148,0.00296,0.00024295013480136207,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.014,0.0,50000,1235,7689069064664434298,279,0.00558,0.00033313251417416465,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.016,0.0,50000,1235,7689069064664434298,485,0.0097,0.0004383129019319418,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.018,0.0,50000,1235,7689069064664434298,725,0.0145,0.0005345979797941627,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.02,0.0,50000,1235,7689069064664434298,1128,0.02256,0.0006640940656262484,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.022,0.0,50000,1235,7689069064664434298,1613,0.03226,0.0007901808957447655,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.024,0.0,50000,1235,7689069064664434298,2235,0.0447,0.0009241418722252552,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.026,0.0,50000,1235,7689069064664434298,2857,0.05714,0.0010380271711280008,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.028,0.0,50000,1235,7689069064664434298,3747,0.07494,0.0011774888228768883,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.03,0.0,50000,1235,7689069064664434298,4498,0.08996,0.0012795874210072557,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.032,0.0,50000,1235,7689069064664434298,5431,0.10862,0.0013915580879000345,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.034,0.0,50000,1235,7689069064664434298,6491,0.12982,0.0015031085629454712,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.036,0.0,50000,1235,7689069064664434298,7486,0.14972,0.0015956435792494515,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.038,0.0,50000,1235,7689069064664434298,8528,0.17056,0.001682077800816597,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.04,0.0,50000,1235,7689069064664434298,9470,0.1894,0.0017522992895050778,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.042,0.0,50000,1235,7689069064664434298,10732,0.21464,0.0018361354546982639,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.044,0.0,50000,1235,7689069064664434298,11510,0.2302,0.0018825937426858723,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.046,0.0,50000,1235,7689069064664434298,12561,0.25122,0.0019396314680887193,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.048,0.0,50000,1235,7689069064664434298,13596,0.27192,0.001989871923516687,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.05,0.0,50000,1235,7689069064664434298,14455,0.2891,0.0020274180131388793,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.052,0.0,50000,1235,7689069064664434298,15514,0.31028,0.002068846642939007,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.054,0.0,50000,1235,7689069064664434298,16228,0.32456,0.0020938997416304348,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.056,0.0,50000,1235,7689069064664434298,17301,0.34602,0.0021273935207196623,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.058,0.0,50000,1235,7689069064664434298,17908,0.35816,0.0021442080794549768,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.06,0.0,50000,1235,7689069064664434298,18320,0.3664,0.002154766994363892,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.062,0.0,50000,1235,7689069064664434298,19019,0.38038,0.0021711336006796085,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.064,0.0,50000,1235,7689069064664434298,19763,0.39526,0.0021864561847885267,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.066,0.0,50000,1235,7689069064664434298,20373,0.40746,0.002197436453688707,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.068,0.0,50000,1235,7689069064664434298,20831,0.41662,0.002204757472376497,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.07,0.0,50000,1235,7689069064664434298,21111,0.42222,0.0022088470820769823,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.072,0.0,50000,1235,7689069064664434298,21512,0.43024,0.0022141975630010978,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.074,0.0,50000,1235,7689069064664434298,22094,0.44188,0.0022209100188886536,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.076,0.0,50000,1235,7689069064664434298,22438,0.44876,0.002224295225009486,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.078,0.0,50000,1235,7689069064664434298,22644,0.45288,0.002226116374316491,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.08,0.0,50000,1235,7689069064664434298,22967,0.45934,0.0022286622193594076,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.082,0.0,50000,1235,7689069064664434298,22972,0.45944,0.00222869866244856,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.084,0.0,50000,1235,7689069064664434298,23174,0.46348,0.0022300954670148093,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.086,0.0,50000,1235,7689069064664434298,23660,0.4732,0.002232853600216548,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.088,0.0,50000,1235,7689069064664434298,23681,0.47362,0.0022329536296125814,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.09,0.0,50000,1235,7689069064664434298,23848,0.47696,0.00223369272013856,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.092,0.0,50000,1235,7689069064664434298,24135,0.4827,0.002234729111100493,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.094,0.0,50000,1235,7689069064664434298,24038,0.48076,0.0022344118796676677,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.096,0.0,50000,1235,7689069064664434298,24152,0.48304,0.0022347812349310615,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.098,0.0,50000,1235,7689069064664434298,24372,0.48744,0.0022353623706236085,zero,x_ns,gate_layer
bp,x_only,logical_x,11,0.1,0.0,50000,1235,7689069064664434298,24387,0.48774,0.002235395680410965,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.0,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.002,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.004,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.006,0.0,50000,1235,7689069064664434298,2,4.0e-5,2.8283705556379983e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.008,0.0,50000,1235,7689069064664434298,8,0.00016,5.6564016830490393e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.01,0.0,50000,1235,7689069064664434298,40,0.0008,0.00012644049984083424,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.012,0.0,50000,1235,7689069064664434298,80,0.0016,0.00017874227256024243,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.014,0.0,50000,1235,7689069064664434298,190,0.0038,0.0002751566826373657,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.016,0.0,50000,1235,7689069064664434298,387,0.00774,0.0003919207164720947,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.018,0.0,50000,1235,7689069064664434298,636,0.01272,0.0005011626801748111,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.02,0.0,50000,1235,7689069064664434298,939,0.01878,0.000607080086973704,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.022,0.0,50000,1235,7689069064664434298,1578,0.03156,0.00078184354445119,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.024,0.0,50000,1235,7689069064664434298,2181,0.04362,0.000913425372978001,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.026,0.0,50000,1235,7689069064664434298,2889,0.05778,0.001043469899901286,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.028,0.0,50000,1235,7689069064664434298,3861,0.07722,0.0011937928765074785,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.03,0.0,50000,1235,7689069064664434298,4715,0.0943,0.0013069622029729857,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.032,0.0,50000,1235,7689069064664434298,5773,0.11546,0.0014291884998137929,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.034,0.0,50000,1235,7689069064664434298,6908,0.13816,0.001543190295459377,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.036,0.0,50000,1235,7689069064664434298,8056,0.16112,0.0016441432151731797,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.038,0.0,50000,1235,7689069064664434298,9412,0.18824,0.001748174490146793,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.04,0.0,50000,1235,7689069064664434298,10485,0.2097,0.00182058183007521,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.042,0.0,50000,1235,7689069064664434298,11785,0.2357,0.0018981333462114824,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.044,0.0,50000,1235,7689069064664434298,12760,0.2552,0.0019497331099409478,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.046,0.0,50000,1235,7689069064664434298,14064,0.28128,0.0020107787625693683,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.048,0.0,50000,1235,7689069064664434298,15147,0.30294,0.00205507837514777,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.05,0.0,50000,1235,7689069064664434298,15882,0.31764,0.0020820414520369185,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.052,0.0,50000,1235,7689069064664434298,16934,0.33868,0.002116486983659479,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.054,0.0,50000,1235,7689069064664434298,17641,0.35282,0.0021369981169856,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.056,0.0,50000,1235,7689069064664434298,18577,0.37154,0.002161009155001431,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.058,0.0,50000,1235,7689069064664434298,19241,0.38482,0.0021759299970357505,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.06,0.0,50000,1235,7689069064664434298,19917,0.39834,0.0021893617535711177,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.062,0.0,50000,1235,7689069064664434298,20661,0.41322,0.002202131838015154,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.064,0.0,50000,1235,7689069064664434298,21023,0.42046,0.0022075932070922846,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.066,0.0,50000,1235,7689069064664434298,21356,0.42712,0.002212186726295952,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.068,0.0,50000,1235,7689069064664434298,22004,0.44008,0.00221995312382942,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.07,0.0,50000,1235,7689069064664434298,22391,0.44782,0.0022238581231724293,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.072,0.0,50000,1235,7689069064664434298,22688,0.45376,0.002226485402602047,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.074,0.0,50000,1235,7689069064664434298,22981,0.45962,0.0022287640323731,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.076,0.0,50000,1235,7689069064664434298,23078,0.46156,0.0022294500057188993,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.078,0.0,50000,1235,7689069064664434298,23581,0.47162,0.0022324631042863843,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.08,0.0,50000,1235,7689069064664434298,23666,0.47332,0.0022328823417278394,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.082,0.0,50000,1235,7689069064664434298,23917,0.47834,0.0022339688645995046,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.084,0.0,50000,1235,7689069064664434298,24140,0.4828,0.0022347445491599257,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.086,0.0,50000,1235,7689069064664434298,24314,0.48628,0.002235225991259049,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.088,0.0,50000,1235,7689069064664434298,24257,0.48514,0.0022350802240635567,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.09,0.0,50000,1235,7689069064664434298,24439,0.48878,0.002235504916568067,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.092,0.0,50000,1235,7689069064664434298,24418,0.48836,0.002235461967468917,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.094,0.0,50000,1235,7689069064664434298,24564,0.49128,0.0022357278975760893,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.096,0.0,50000,1235,7689069064664434298,24826,0.49652,0.0022360138174886126,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.098,0.0,50000,1235,7689069064664434298,24595,0.4919,0.0022357745414061767,zero,x_ns,gate_layer
bp,x_only,logical_x,13,0.1,0.0,50000,1235,7689069064664434298,24627,0.49254,0.0022358190821262797,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.0,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.002,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.004,0.0,50000,1235,7689069064664434298,0,0.0,0.0,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.006,0.0,50000,1235,7689069064664434298,1,2.0e-5,1.999979999899999e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.008,0.0,50000,1235,7689069064664434298,4,8.0e-5,3.999839996799872e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.01,0.0,50000,1235,7689069064664434298,12,0.00024,6.927371795998825e-5,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.012,0.0,50000,1235,7689069064664434298,49,0.00098,0.00013993138318475952,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.014,0.0,50000,1235,7689069064664434298,140,0.0028,0.0002363116586205598,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.016,0.0,50000,1235,7689069064664434298,263,0.00526,0.00032349134146063323,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.018,0.0,50000,1235,7689069064664434298,499,0.00998,0.000444531204753952,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.02,0.0,50000,1235,7689069064664434298,842,0.01684,0.0005754374753176926,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.022,0.0,50000,1235,7689069064664434298,1382,0.02764,0.0007331579693353951,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.024,0.0,50000,1235,7689069064664434298,2044,0.04088,0.000885537414229348,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.026,0.0,50000,1235,7689069064664434298,2825,0.0565,0.0010325478197158715,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.028,0.0,50000,1235,7689069064664434298,3880,0.0776,0.0011964801711687495,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.03,0.0,50000,1235,7689069064664434298,4874,0.09748,0.0013264814329646685,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.032,0.0,50000,1235,7689069064664434298,6190,0.1238,0.0014729124889143958,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.034,0.0,50000,1235,7689069064664434298,7370,0.1474,0.0015853910558597207,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.036,0.0,50000,1235,7689069064664434298,8607,0.17214,0.001688240625029501,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.038,0.0,50000,1235,7689069064664434298,9893,0.19786,0.0017816364410283036,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.04,0.0,50000,1235,7689069064664434298,11376,0.22752,0.001874858125832459,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.042,0.0,50000,1235,7689069064664434298,12748,0.25496,0.0019491300541523645,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.044,0.0,50000,1235,7689069064664434298,13892,0.27784,0.0020032220765556674,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.046,0.0,50000,1235,7689069064664434298,15069,0.30138,0.002052072589359353,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.048,0.0,50000,1235,7689069064664434298,16259,0.32518,0.0020949365985633074,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.05,0.0,50000,1235,7689069064664434298,17044,0.34088,0.0021198152070404626,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.052,0.0,50000,1235,7689069064664434298,18346,0.36692,0.0021554104648535046,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.054,0.0,50000,1235,7689069064664434298,19096,0.38192,0.002172818968989363,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.056,0.0,50000,1235,7689069064664434298,19752,0.39504,0.0021862451756379016,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.058,0.0,50000,1235,7689069064664434298,20490,0.4098,0.0021993815494361136,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.06,0.0,50000,1235,7689069064664434298,21042,0.42084,0.002207866365521247,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.062,0.0,50000,1235,7689069064664434298,21617,0.43234,0.002215500505077803,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.064,0.0,50000,1235,7689069064664434298,22167,0.44334,0.0022216644409091125,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.066,0.0,50000,1235,7689069064664434298,22569,0.45138,0.0022254711662926573,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.068,0.0,50000,1235,7689069064664434298,22824,0.45648,0.002227581691431315,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.07,0.0,50000,1235,7689069064664434298,23244,0.46488,0.0022305451602691213,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.072,0.0,50000,1235,7689069064664434298,23625,0.4725,0.0022326833631305626,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.074,0.0,50000,1235,7689069064664434298,23683,0.47366,0.0022329630735863056,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.076,0.0,50000,1235,7689069064664434298,24148,0.48296,0.0022347690636842095,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.078,0.0,50000,1235,7689069064664434298,24105,0.4821,0.0022346346010030365,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.08,0.0,50000,1235,7689069064664434298,24406,0.48812,0.0022354367161697957,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.082,0.0,50000,1235,7689069064664434298,24265,0.4853,0.0022351013847250866,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.084,0.0,50000,1235,7689069064664434298,24270,0.4854,0.0022351144937116756,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.086,0.0,50000,1235,7689069064664434298,24442,0.48884,0.002235510923256695,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.088,0.0,50000,1235,7689069064664434298,24553,0.49106,0.0022357105197229805,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.09,0.0,50000,1235,7689069064664434298,24661,0.49322,0.002235862391114444,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.092,0.0,50000,1235,7689069064664434298,24765,0.4953,0.0022359691858341874,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.094,0.0,50000,1235,7689069064664434298,24643,0.49286,0.002235839978173751,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.096,0.0,50000,1235,7689069064664434298,24694,0.49388,0.002235900470056751,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.098,0.0,50000,1235,7689069064664434298,24841,0.49682,0.0022360227530148257,zero,x_ns,gate_layer
bp,x_only,logical_x,15,0.1,0.0,50000,1235,7689069064664434298,24955,0.4991,0.002236064355066732,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.0,50000,1235,15124755166087936240,0,0.0,0.0,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.002,50000,1235,15124755166087936240,6204,0.12408,0.001474341572363745,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.004,50000,1235,15124755166087936240,10023,0.20046,0.0017903954222461586,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.006,50000,1235,15124755166087936240,12569,0.25138,0.0019400417294481067,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.008,50000,1235,15124755166087936240,14272,0.28544,0.0020197227849385667,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.01,50000,1235,15124755166087936240,15590,0.3118,0.0020716213939810527,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.012,50000,1235,15124755166087936240,16425,0.3285,0.0021004178155786053,zero,x_ns,gate_layer
bp,z_only,logical_z,9,0.0,0.014,50000,1235,15124755166087936240,17262,0.34524,0.002126261237007344,zero,x_ns,gate_layer
